EMPRESA,NOME COMERCIAL,SUBSTÂNCIA ACTIVA,DOSAGEM,FORMA,APRESENTAÇÃO
"MEDIMOC, SA",CAFCHLOR,cloranfenicol,1g,Pó para suspensão injectável,frasco de vidro de 10ml
MEDIMPORT LDA,ISOLIFT 10MG,"Escitalopram, oxalato",10mg,Comprimidos,embalagens de 30 comprimidos (3 x 10 blisters)
MEDIMPORT LDA,ISOLIFT 20MG,"Escitalopram, oxalato",20mg,Comprimidos,embalagens de 30 comprimidos (3 x 10 blisters)
SISMED - Sistemas médicos,INDOMETHACIN,Indometacina,25mg,Comprimidos,embalagem de 10 blister x 30 comprimidos
SISMED - Sistemas médicos,BECOLITOR 10,Atorvastatina Cálcica,10mg,Cápsulas,caixa de 3 blisters x 10 capsulas
SISMED - Sistemas médicos,BECOLITOR 20,Atorvastatina Cálcica,20mg,Cápsulas,caixa de 3 blisters x 10 capsulas
SISMED - Sistemas médicos,MEYERGORIC,"Loperamida, cloridrato",2mg,Cápsulas,100 cápsulas (caixa de 10 blisters x 10 cápsulas)
"MEDIMOC, SA",ALDIX,Acido nalidixico,500mg,Comprimidos,10 blister de 10 comprimidos
TATA DE MOÇAMBIQUE,FUROSEMIDA INJECÇAO BP 10MG/ML,Furosemida,10mg/ml,Solução Injectável,ampola de 2ml
GLOPHARMA,DICLOFENAC GENERIS,DICLOFENAC,50mg,Comprimidos Revestidos,embalagens de 10 e 60 comprimidos
GLOPHARMA,LISINOPRIL GENERIS,"Lisinopril, di-hidratado",20mg,Comprimidos,"Embalagens de 14, 28 e 56  comprimidos"
GLOPHARMA,DOMPERIDONA GENERIS,"Domperidona, maleato",10mg,Comprimidos revestidos,"Embalagens de 20, 60 e 120 comprimidos"
MEDIMPORT LDA,LANPROX,Levofloxacina hemihidrato,5mg/ml,solucao para perfusao,recipiente de 50ml ou 100ml
MISSIONPHARMA MOÇAMBIQUE,FENOXMETILPENICILINA 250MG COMPRIMIDOS,Fenoximetilpenicilina Potássica,250mg,Comprimidos,embalagem de 1000 comprimidos
MISSIONPHARMA MOÇAMBIQUE,DOXICICLINE CAPSULES BP 100MG,Doxicilina,100mg,Cápsulas,Embalagem de 10 blisters de 10 cápsulas
MISSIONPHARMA MOÇAMBIQUE,METRONIDAZOL 250MG COMPRIMIDOS BP,Metronidazol,250mg,Comprimidos,Frasco de 1000 comprimidos
MISSIONPHARMA MOÇAMBIQUE,NALIDIXIC ACID,Ácido Nalidíxico,500mg,Comprimidos,10x 10 blisters
MISSIONPHARMA MOÇAMBIQUE,PRAZIQUANTEL COMPRIMDOS 600MG USP,Praziquantel,600mg,Comprimidos,embalagem de 10 blisters com 10 comprimidos
MISSIONPHARMA MOÇAMBIQUE,CIMETIDINA BP COMPRIMIDOS 200MG,Cimetidina,200mg,Comprimidos,blisters de 10 comprimidos numa embalagem de 100
MAPUTO HEALTH CARE Lda,HIDROCLORETO DE TETRACICLINA 1% USP,"Tetraciclina, Hidrocloreto",1% w/w,Pomada Oftálmica,bisnaga de 5g
MISSIONPHARMA MOÇAMBIQUE,AMOXICILINA COMPRIMIDOS 250MG USP,"Amoxicilina, trihidrato",250mg,Comprimidos revestidos,Frasco de 1000 comprimidos
TATA DE MOÇAMBIQUE,COSCOPIN SUSPENSÂO PEDIÁTRICA,"Noscapina, citrato de sódio e Cloreto de amónio","1,83mg, 0,67mg, 7mg",Suspensão Oral,frasco de 50ml
TATA DE MOÇAMBIQUE,GENTAMICINA INJECCÂO BP,"Gentamicina, Sulfato",40mg/ml,Solução Injectável,ampola de 2ml
TATA DE MOÇAMBIQUE,OXITOCINA INJECÇÂO BP,Oxitocina,5UI/ml,Solução injectável,ampola de 1ml
"GENERICS & SPECIALITIES, Lda",ERYPRO SAFE - 4000,Eritropoetina Humana Recombinante alfa,4000 UI,soluçâo injectável,seringa de 1ml
"GENERICS & SPECIALITIES, Lda","LTHROX - 0,05",Levotiroxina sódica,"0,05mg",Comprimidos,embalagem contendo 10 carteiras de 10 coprimidos
"GENERICS & SPECIALITIES, Lda",GLIMIPREX 1,Glimepirida,1mg,Comprimidos,embalagem contendo 10 carteiras de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",GLIMIPREX 2,Glimepirida,2mg,Comprimidos,embalagem contendo 10 carteiras de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",GLIMIPREX 3,Glimepirida,3mg,Comprimidos,embalagem contendo 10 carteiras de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",GLIMIPREX 4,Glimepirida,4mg,Comprimidos,embalagem contendo 10 carteiras de 10 comprimidos
"MEDIS FARMACÊUTICA, LDA",MIRTAZAPINA VIDA,Mirtazapina,30mg,Comprimidos,embalagem com 20 e 60 comprimidos
"FARMA HOLDINGS, SA",CLAVICIN,Amoxicilina + Ácido Clavulânico,1000mg + 200mg,Pó para Solução Injectável,frasco de 20mL
"SHANI, LIMITADA",TONOFERON XAROPE PEDIÁTRICO,"ferro coloidal, ácido fólico e vitamina B12",80mg + 200mcg + 2.0mcg,xarope pediatrico,frasco de 100ml
"NATUR PHARMA, LDA",DYNKLOR SUSPENSION,Cloranfenicol,125mg/5ml,Suspensão Oral,frasco de 60ml
"NATUR PHARMA, LDA",DYLUCID,Hidróxido de Aluminio gel + Hidróxido de Magnésio + Simeticona;,200mg + 200mg + 50mg,Suspensâo oral (gel para uso oral),frasco cde 170ml
GLOPHARMA,FINASTERIDA GENERIS,Finasterida,1mg,comprimidos revestidos,"embalagem de 20, 28 e 60 comprimidos"
GLOPHARMA,CEFIXIMA GENERIS,Cefixima,100mg/5ml,pó para suspensâo oral,frasco de 100ml
GLOPHARMA,GLIBENCLAMIDA GENERIS,Glibenclamida,5mg,Comprimidos,Embalagem de 20 (2X10) e 60 (4 X 15) comprimidos
GLOPHARMA,IBUPROFENO GENERIS,Ibuprofeno,400mg,Comprimidos,Embalagens de 20 e 60 comp
GLOPHARMA,IBUPROFENO GENERIS,Ibuprofeno,600mg,Comprimidos,"Embalagens de 20, 30 e 60 comp"
GLOPHARMA,FLUCONAZOL GENERIS,Fluconazol,150mg,Cápsulas,embalagem de 2cápsulas e 7 cápsulas
GLOPHARMA,FLUCONAZOL GENERIS,Fluconazol,200mg,Cápsulas,embalagem de 2cápsulas e 7 cápsulas
"NATUR PHARMA, LDA",KANDICIDE-V,Cotrimazol,100mg,Comprimidos Vaginais,embalagem de 6 comprimidos
"NATUR PHARMA, LDA",NOOCETAM,Piracetam,800mg,Comprimidos revestidos,blister de 10 x10 comprimidos
GLOPHARMA,PIRACETAM GENERIS,Piracetam,1200mg,Comprimidos,embalagem de 60 comprimidos
"GENERICS & SPECIALITIES, Lda",NOPRIL-5 TABLETS,"lisinopril, dihidrato",5mg,Comprimidos,10 comprimidos em um blister ou frasco HDPE
MEDIMPORT LDA,SULFATO DE KANAMICINA,"Kanamicina, Sulfato",2g,pó para soluçao injectável,frasco de vidro tipo 2 de 12ml
"SHANI, LIMITADA",CLARITHROMYCIN,Claritromicina,250mg,Comprimidos revestidos,embalagem de 1x 10 e de 10x10 comprimidos
"SHANI, LIMITADA",CLARITHROMYCIN,Claritromicina,500mg,Comprimidos Revestidos,embalagem de 1x 10 e de 100 comprimidos
"SHANI, LIMITADA",ROMILAST 10,montelucaste de sódio,10mg,comprimidos revestidos,Embalagem de 10 comprimidos
"SHANI, LIMITADA",OLVANCE HCT 20,Olmesartam medoxomil (micronizado) + Hidroclorotiazida,"20mg + 12,5mg",comprimidos revestidos,2 blisters x 7 comprimidos
"SHANI, LIMITADA",OLVANCE HCT 40,Olmesartam medoxomil (micronizado) + Hidroclorotiazida,40mg + 12.5mg,comprimidos revestidos,2 blisters x 7 comprimidos
"GENERICS & SPECIALITIES, Lda",LEVO - 72,Levonorgestrel,0.75mg,Comprimidos,embalagem de 1 blister de 2 comp.
"GENERICS & SPECIALITIES, Lda",NUFIL - SAFE,factor recombinante humano estimulante da colónia de granulócitos,300mcg/ 0.5ml,soluçâo injectável,seringas pré-cheia (dose única)
"GENERICS & SPECIALITIES, Lda",CLAVUGEN 1.2 INJECTÁVEL,Amoxicilina + Ácido Clavulânico,1000mg + 200mg,Pó para Solução Injectável,frasco de 20mL
"MEDIFARMA, LDA",KETAMAX,"ketamina, Cloridrato",50mg/ml,soluçâo injectável,"Frasco de 10ml, embalados numa caixa impressa"
MEDIMPORT LDA,ERITROMICINA,"Eritromicina, Estearato",500mg,Comprimidos revestidos,Embalagem a granel de 500 comprimidos e de 100 comprimidos
MEDIMPORT LDA,DIAZEPAM,Diazepam,5mg/ml,soluçao injectável,1ampolas de 10 x 10 de 2ml
MEDIMPORT LDA,FENOXIMETILPENICILINA 500MG BP,Fenoximetilpenicilina Potássica,500mg,Comprimidos,embalagens de 500 comprimidos
MEDIMPORT LDA,FUROSEMIDA,Furosemida,20mg/2ml,Solução Injectável,50 ampola de 2ml de vidro ambar
MAPUTO HEALTH CARE Lda,B- LONG,"Piridoxina, Hidrocloreto",100mg,Comprimidos,blister de 30 comprimidos
"GENERICS & SPECIALITIES, Lda",BECLO-GC CREAM,"Beclometasona, dipropionato + gentamicina, sulfato + clotrimazol","0,025%w/w + 0,1% w/w + 1% w/w",Creme tópico,Bisnaga de 15gr
"GENERICS & SPECIALITIES, Lda",GROWVITA-5,Finasterida,5mg,Comprimidos,10 blister x 10 comp
"GENERICS & SPECIALITIES, Lda",ALLUCID,Hidroxido de aluminio + hidroxido de magnésio,120mg + 250mg,Comprimidos,10 blister X 10 comp e frasco de 1000 comp
"GENERICS & SPECIALITIES, Lda",CT-SUSPENSION,"Ciprofloxacina,hidrocloreto + tinidazol",250mg/5mL + 300mg/5mL,Suspensão Oral,frasco de 30mL
"SHANI, LIMITADA",OLVANCE 20,Olmesartam medoxomil (micronizado),20mg,comprimidos revestidos,2 blisters x 7 comprimidos
"SHANI, LIMITADA",OLVANCE 40,Olmesartam medoxomil (micronizado),40mg,comprimidos revestidos,2 blisters x 7 comprimidos
"AFRI FARMÁCIA, LDA",LAMIVUDINA + ESTAVUDINA,Estavudina  + Lamivudina,30mg + 150mg,Comprimidos,embalagem de 60 comprimidos
"AFRI FARMÁCIA, LDA",LAMIVUDINA + ESTAVUDINA + NEVIRAPINA,Nevirapina + Estavudina + Lamivudina,200mg + 150mg + 30mg,Comprimidos,embalagem de 60 comprimidos
MEDIMPORT LDA,METOTREXATO 5MG,Metotrexato,5mg,Pó liofilizado para injectáveis,10 frascos por embalagem
MEDIMPORT LDA,METOTREXATO 50MG,Metotrexato,50mg,Pó liofilizado para injectáveis,10 frascos por embalagem
MEDIMPORT LDA,OXITOCINA,Oxitocina,5UI/1ml,solução injectável,1 ampola de 1ml; 100 ampolas por embalagem
MEDIMPORT LDA,GENTAMICINA,"Gentamicina, Sulfato",20mg/2ml,Solução Injectável,100 ampolas por embalagem; ampola de 2ml
MEDIMPORT LDA,GENTAMICINA,"Gentamicina, Sulfato",80mg/2ml,Solução Injectável,100 ampolas por embalagem; ampola de 2ml
MEDIMPORT LDA,PENICILINA PROCAÍNA INJECTÁVEL 3MEGA,Penicilina Procaína 3mega,3 mega,Pó para injectável,50 frascos de 18ml por embalagem
MEDIMPORT LDA,HIDROCORTISONA SUCCINATO DE SÓDIO INJECTÁVEL,"hidrocortisona, succinato sódico",100mg,pó para soluçâo injectável,50 frascos por embalagem
MEDIMPORT LDA,ACETIL SALICILATO DE LISINA,Acetil salicilato de lisina,900mg,pó para injectável,50 frascos de 7ml por embalagem
MAPUTO HEALTH CARE Lda,CLADE 2%,"Miconazol, Nitrato + clorocresol",2omg,creme dérmico,bisnaga de 30g
MAPUTO HEALTH CARE Lda,VAROID,valerato de betametasona+ hidrocloreto de fenilefrina + hdrocloreto de lidocaina,"0,5mg + 1,0mg + 25,0mg",Pomada dérmica,bisnaga de 30g
MAPUTO HEALTH CARE Lda,TETRACARE S,"Tetraciclina, Hidrocloreto",10mg,Pomada dérmica,bisnaga de 30g
BAYER SCHERING PHARMA MOÇAMBIQUE,LEVITRA 10MG,"vardenafil, Cloridrato tri-hidratado micronizado",10mg,comprimido orodispersível,Blister de 4 comprimidos
MEDIMPORT LDA,GRISEOFLUVINA COMPRIMIDOS 500MG,Griseofulvina,500mg,Comprimidos,frasco de 1000 comprimidos
SISMED - Sistemas médicos,PREDNISOLONE FORT,prednisolona,20mg,Comprimidos,"frasco de 100, embalagem de 10x10 comprimidos"
SISMED - Sistemas médicos,MEYERVITA,"Acido ascórbico +  tiamina + Riboflavina + Pantotenato de calcio, Piridoxina + Nicotinamida",100mg + 50mg + 20mg + 20mg + 5mg + 50mg,comprimido com filme de revestimento,"frasco de 100 comprimidos, embalagem de 10x10"
SISMED - Sistemas médicos,CEFOTAXIM 1g,cefotaxima,1000mg,Pó para Injecção,Embalagem contendo um frasco do medicamento em po e uma ampola contendo 4ml de agua destilada
SISMED - Sistemas médicos,VITAMIN C 500,Ácido Ascórbico,500mg,Cápsulas,"frasco de 100 capsulas, 10blisterx10 capsulas"
SISMED - Sistemas médicos,ERYTHOM,"Eritromicina, etil succinato",250mg,pó,Embalagem de 20 Saquetas
MEDIMPORT LDA,KETOCONAZOL,ketoconazol,200mg,Comprimidos,frasco de 1000 comprimidos
MEDIMPORT LDA,MIROZYL IV,"meropenem (esterilizado, tamponado) equivalente ao meropenam não hidratado",500mg,pó,Embalagem de 1 e de 10 ampolas
MEDIMPORT LDA,MIROZYL IV,"meropenem (esterilizado, tamponado) equivalente ao meropenam não hidratado",1g,pó,Embalagem de 1 e de 10 ampolas
MEDIMPORT LDA,ZITASPEN,Azitromicina presente como mono-hidrato de azitromicina,500mg,po liofizado seco para perfusao,Cada ampola vem com uma embalagem individual
"NATUR PHARMA, LDA",HEXANTEL,Palmoato de Pirantel,125mg,Comprimidos,Embalagem contendo blister 1 x 6
"NATUR PHARMA, LDA",TERFINE 250,"Terbinafina, Cloridrato",250mg,Comprimidos,embalagem blister 1 x 10
"NATUR PHARMA, LDA",VALK PLUS,Aceclofenac + Paracetamol,100mg + 500mg,Comprimidos,blister PVC/Aluminio 10 x10
"NATUR PHARMA, LDA",RYTHROCIN-E-250,"Eritromicina, estolato",250mg,Comprimidos,embalagem blister 10 x 10
GLOPHARMA,CETIRIZINA GENERIS,"Cetirizina, dicloridrato",1mg/mL,Solução oral,frasco de 150ml e frasco de 200ml
SISMED - Sistemas médicos,GRISEOFLUVIN,Griseofulvina,500mg,Comprimidos,embalagem de 2 x 10 comp
MEDIMPORT LDA,SALBUTAMOL AEROSSOL,"Salbutamol, Sulfato",100mcg/dose,Aerosol,frasco de 10mL
MEDIMPORT LDA,SULFADIAZINA 500MG COMPRIMIDOS USP,Sulfadiazina,500mg,Comprimidos,embalagem com blister de7 x 8 comprimidos
MEDIMPORT LDA,FLUCONAZOL,Fluconazol,50mg/5ml,Pó para suspensão,frasco de 50ml
"GENERICS & SPECIALITIES, Lda",G-MET 5/500,"Metformina, cloridrato + Glibenclamida",500mg + 5mg,Comprimidos,10 carteiras de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",ANGINAL - 10,Dinitrato de isossorbido diluido,10mg,Comprimidos,10 carteiras de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",ACLO 200,Aciclovir,200mg,Comprimido,10 carteiras de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",TERFIN CREAM,"Terbinafina, Cloridrato",10mg/g,Creme,bisnaga de 15g
"MEDIS FARMACÊUTICA, LDA",NADICLOX 2%,ácido fusídico,20mg/g,Creme,Bisnaga de 15g
"AFRI FARMÁCIA, LDA",DOXOPAR - 10,"Doxorrubicina, Cloridrato",10mg,injectável liofilizado,frasco de vidro de 30ml
"ORANE PHARMA, Lda",GLOBENZ,Benzocaína,20%,Gel,bisnaga de 15g
SISMED - Sistemas médicos,FABACLINC,Clindamicina,150mg,Cápsulas,embalagem de 2 blisters com 10 cápsulas cada (2x10)
SISMED - Sistemas médicos,TRIKAXON,Ceftriaxona,1000mg,Pó para Injecção,embalagem contendo 1 frasco do pó e ampola de 10ml de água destilada
"MEDIS FARMACÊUTICA, LDA",TANTUM ROSA,"Benzidamina, Cloridrato",500mg,Pó para solução vaginal,embalagem com 10 e 20 saquetas
SISMED - Sistemas médicos,SILDENAFIL,Citrato de Sildenafil,100mg,Comprimidos,1 Blisters de 4 comprimidos
"MEDIS FARMACÊUTICA, LDA",VEROVEN,Hidrosmina,20mg/g,Gel,1 bisnaga de 40g e de 100g
"MEDIS FARMACÊUTICA, LDA",CROTAX 500,Valaciclovir,500mg,Comprimidos Revestidos,"embalagem de 10, 24, 30 e 42 comprimidos"
"MEDIS FARMACÊUTICA, LDA",CROTAX 1000,Valaciclovir,1000mg,Comprimidos Revestidos,Embalagem de 21 comprimidos
TATA DE MOÇAMBIQUE,HIDROXIDO DE ALUMINIO BP COMPRIMIDO 500MG,Hidroxido de Aluminio seco BP,500mg,Comprimidos,Frasco de 100 comprimidos
TATA DE MOÇAMBIQUE,AMOXICILINA USP SUSPENSÃO ORAL,"Amoxicilina,Trihidrato",250mg/5ml,Xarope,Frasco de 100ml
TATA DE MOÇAMBIQUE,SALBUTAMOL,"Salbutamol, Sulfato",2mg,Comprimidos,Frasco de 100 comprimidos e blister de 10 x 10
TATA DE MOÇAMBIQUE,DIAZEPAM,Diazepam,5mg/ml,Injectável,ampola de 2ml
"MEDIFARMA, LDA",RGI CLORANFENICOL,Cloranfenicol,5%w/v,Gotas auriculares,Frasco de 10mL
SISMED - Sistemas médicos,TRAMALIN - 100,Tramadol,100mg,Cápsulas,embalagem de 10 x10 cápsulas
TATA DE MOÇAMBIQUE,PHYLOGRA,Aminofilina,100mg,Comprimidos,Frasco de 100 comprimidos
"WELLWORTH, LDA",RIMACTAZID,Rifampicina + Isoniazida,150mg + 75mg,comprimidos revestidos,18 x 24 x 48
"WELLWORTH, LDA",RIMSTAR 4-FDC,Rifampicina + Isoniazida+pirazinamida+etambutol,150mg + 75mg + 400mg + 275mg,Comprimidos revestidos,embalagem de 28 e embalagem de 24 x28
"MEDIFARMA, LDA",CLORMAZIN,"Cloropromazina, Cloridrato",100mg,Comprimidos,frasco de 500 comprimidos
"GENERICS & SPECIALITIES, Lda",GRISEOFULVINA 500MG BP,Griseofulvina,500mg,Comprimidos,embalagem de 10 x10
"NATUR PHARMA, LDA",DYNCOFF - DP,"Difenidramina, cloridrato+cloreto de amónio+citrato de sódio + Mentol","14mg+135mg+57mg+1,1mg",Xarope,frasco de 100ml
"NATUR PHARMA, LDA",DYLUCID PLUS,Hidroxido de aluminio+hidroxido de magnesio+simeticona,400mg/5ml + 400mg/5ml + 50mg/5ml,Suspensão Oral,frasco de 170ml
MAPUTO HEALTH CARE Lda,APCALIS - SX,Tadalafil,20mg,Comprimidos revestidos,2 blister de 2 comprimidos
MAPUTO HEALTH CARE Lda,DAZEL,Azitromicina; cetimidazol; fluconazol,1g; 1g; 150mg,Comprimidos,1 blister de 4 comprimidos
"GENERICS & SPECIALITIES, LDA",KARIN,"Heparina, sódica",1000.UI,Injectável,frasco de 50mL
"GENERICS & SPECIALITIES, Lda",PANTOZ,Pantoprazol sódico,40mg,Pó para Injecção,frasco de 10ml
TATA DE MOÇAMBIQUE,UNAFEN - 200,Ibuprofeno,200mg,Comprimidos revestidos,frasco de 100 comprimidos
"NATUR PHARMA, LDA",MAXIGRA 50,"Sildenafil, citrato",50mg,Comprimidos,1 x 4 comprimidos
"NATUR PHARMA, LDA",MAXIGRA 100,"Sildenafil, citrato",100mg,Comprimidos,1 x 4 comprimidos
"GENERICS & SPECIALITIES, Lda",K- PENEM,Meropenem + carbonato de sódio,"1g + 90,2mg (500mg)",Pó para Injecção,10 frascos por embalagem
"GENERICS & SPECIALITIES, Lda",K- PIME,"Cefepime, Cloridrato",500mg,Pó para Injecção,Frasco de 20ml
"MEDIS FARMACÊUTICA, LDA",BREXIN,piroxicam beta-ciclodextrina,20mg,Comprimidos,Embalagem de 10 e de 30 comprimidos
"MEDIS FARMACÊUTICA, LDA",VEROVEN,Hidrosmina,200mg,Cápsulas,Embalagem de 60 cápsulas
SISMED - Sistemas médicos,GLOZEPAM -1,Lorazepam,1mg,Comprimidos,Embalagem de 10 x 10
SISMED - Sistemas médicos,GLOZEPAM -2,Lorazepam,2mg,Comprimidos,Embalagem de 10 x 10
SISMED - Sistemas médicos,CLONAZ - 1,Clonazepam,1mg,Comprimidos,10 blister de 10 comprimidos
SISMED - Sistemas médicos,ALLOPURINOL,Alopurinol,100mg,Comprimidos,10 blister de 10 comprimidos
SISMED - Sistemas médicos,SPIRONOLACTONE TABLETS BP,Espironolactona,25mg,Comprimidos,11 blister de 10 comprimidos
SISMED - Sistemas médicos,BISACODYL,Bisacodil,5mg,Comprimidos,10 blister de 10 comprimidos
SISMED - Sistemas médicos,RANITIDINE TABLETS USP,"Ranitidina, cloridrato",150mg,Comprimidos,10 blister de 10 comprimidos
SISMED - Sistemas médicos,CARDIN - 20,Nifedipina,20mg,Comprimidos,10 blister de 10 comprimidos
"AFRI FARMÁCIA, LDA",DOXOPAR - 50,"Doxorrubicina, Cloridrato",50mg,injectável liofilizado,frasco de vidro de 30ml
"ORBIS PHARMA, Lda",AZITROMICINA KERN PHARMA,Azitromicina,500mg,Comprimidos revestidos,Embalagem de 3 comprimidos
"NATUR PHARMA, LDA",MEBEND,Mebendazol,100mg,Comprimidos,10 blister de 6 comprimentos
"NATUR PHARMA, LDA",HEXANTEL suspensão,Palmoato de pirantel,250mg,Suspensão oral,Frasco de 10mL
"ORBIS PHARMA, Lda",LORATIDINA KERN PHARMA,Loratadina,10mg,Comprimidos,Embalagem de 20 comprimidos
"NATUR PHARMA, LDA",X-TRAM,Tramadol,50mg,Cápsulas,Blister de 10 x10 cápsulas
"ORBIS PHARMA, Lda",IBUPROFENO KERN PHARMA,Ibuprofeno,200mg,granulado branco efervescente,20 saquetas
TATA DE MOÇAMBIQUE,METRONIDAZOL INJECÇÃO USP,Metronidazol,500mg,Solução estéril,frasco de 100ml
"AFRI FARMÁCIA, LDA",OFLOMAC 200,Ofloxacina,200mg,Comprimidos,frasco de 500 comprimidos
"GENERICS & SPECIALITIES, Lda",BENZOL-5-LOTION,Peróxido de benzil Hidratado BP,5%w/w,Loção tópica,frasco de 30ml
"MEDIS FARMACÊUTICA, LDA",CLORIDRATO DE OXIMETAZOLINA,"Oximetazolina, cloridrato",0.25mg/ml,Solução nasal,Embalagem de 20ml
"MEDIS FARMACÊUTICA, LDA",CLORIDRATO DE OXIMETAZOLINA,"Oximetazolina, cloridrato",0.50mg/ml,Solução nasal,Embalagem de 30ml
MAPUTO HEALTH CARE Lda,MOCLAV - 625,"Amoxicilina, Trihidrato + Clavulanato de Potássio",500mg + 125mg,Comprimidos,embalagem com 10 x 10 comprimidos
"GENERICS & SPECIALITIES, Lda",XYLONE,"Xilometazolina, hidrocloreto",0.05% w/v,gotas nasais,Frasco de 10ml
"GENERICS & SPECIALITIES, Lda",XYLONE,"Xilometazolina, hidrocloreto",0.1% m/v,gotas nasais,Frasco de 10ml
MAPUTO HEALTH CARE Lda,METOSIC - 25,"Metoprolol, tartarato",25mg,Comprimido revestido,Embalagem de 10 x10
MAPUTO HEALTH CARE Lda,METOSIC - 50,"Metoprolol, tartarato",50mg,Comprimido revestido,Embalagem de 10 x11
"MEDIS FARMACÊUTICA, LDA",NOCUF,"Guaifanasina + Clorfeniramina, maleato + Pseudoefedrina, HCl",100mg + 2mg + 30mg,Cápsulas,25 blister de 4 cápsulas e 1 X 10
MAPUTO HEALTH CARE Lda,GLIMCARE,Glimepirida,1mg,Comprimidos,Embalagem de 10 x10 comprimidos
MAPUTO HEALTH CARE Lda,GLIMCARE,Glimepirida,2mg,Comprimidos,Embalagem de 10 x10 comprimidos
MAPUTO HEALTH CARE Lda,GLIMCARE,Glimepirida,4mg,Comprimidos,Embalagem de 10 x10 comprimidos
"NATUR PHARMA, LDA",TICLOPIDINA TROMBOPAT,"Teclopidina, cloridrato",250mg,Comprimido revestido,embalagem de 60 comprimidos
"NATUR PHARMA, LDA",BICALUTAMIDA FARMOZ,Bicalutamida,50mg,Comprimido revestido,embalagem de 30 comprimidos
"MEDIS FARMACÊUTICA, LDA",METFORMIN DENK 1000,"Metformina, hidrocloreto",1000mg,Comprimido revestido,2 blister de 15 comprimidos
"MEDIS FARMACÊUTICA, LDA",ATAZOR - 300,"Atazanavir, sulfato",300mg,Cápsulas,Embalagem de 30 cápsulas
MEDIMPORT LDA,MAALOX PLUS SUSPENSION,Hidróxido de aluminio  + Hidróxido de Magnésio + Simeticona;,225mg + 200mg + 25mg/5ml,Suspensão  Oral,frasco de 150ml e frasco de 350ml
"GENERICS & SPECIALITIES, Lda",METAGEN PLUS,Acetaminofeno + dextrometorfano iidrobrometo + succinato de doxilamina + clorfeniramina maleato,325mg + 15mg + 6.25mg + 4mg,Cápsulas,embalagem de 3 x 10 cápsulas
"GENERICS & SPECIALITIES, Lda",FEROFOL PLUS,Fumarato ferroso + polissacarídeo complexo de ferro + ascobato de sódio + ácido folico + cloridrato de piridoxina + óleo de peixe,"15mg + 15mg +20mg + 1mg + 25mg + 215,12mg + 53,46mg",Cápsulas moles de gelatina,embalagem de 10 x10
"GENERICS & SPECIALITIES, Lda",CALCIGEN,vitamina A palmitato + colecalciferol + carbonato de cálcio + hidrogeno fosfato de cálcio anidro,2500IU + 400IU + 50mg + 150mg,Cápsulas moles de gelatina,embalagem de 10 x10
"GENERICS & SPECIALITIES, Lda",FEROFOL,sulfato ferroso seco + cianocobalamina + ácido fólico + DL - serina + hidrogeno fosfato de calcio anidro,2500UI + 400IU + 50mg + 150mg,Cápsulas moles de gelatina,embalagem de 10 x10
"GENERICS & SPECIALITIES, Lda",GENTOSSE FORTE,"Guaifanasina + efedrina, HCL",200mg +25mg,Cápsulas moles de gelatina,embalagem de 10 x11
"WELLWORTH, LDA",CIPLIN,Sulfametoxazol + Trimetoprim,400mg+80mg,Comprimidos,recipiente de 1000 comprimidosl
"WELLWORTH, LDA",OFLOX-200,Ofloxacina,200mg,Comprimidos,embalagem de 10 x10
"GENERICS & SPECIALITIES, Lda",SPASMOL TABLETS,"Dicicloverina, hidrocloreto + Paracetamol",20mg + 500mg,Comprimidos,embalagem de 10 x 5 x 10 comprimidos
"GENERICS & SPECIALITIES, Lda",PROPOVAN 1%,Propofol,10mg/ml,emulsão Injectável,5 ampolas de 20ml
"GENERICS & SPECIALITIES, Lda",GENLIN FORTE,"Difenidramina, cloridrato + dextrometorfano, Bromidrato + fenelefrina, Cloridrato",50mg + 15mg + 5mg,Cápsulas moles de gelatina,Embalagen de 10 x 10cápsulas
"GENERICS & SPECIALITIES, Lda",KEDPRO,"Medroxiprogesterona, acetato",150mg/ml,Suspensão para injecção,Frasco de 1ml
"GENERICS & SPECIALITIES, Lda",GENLIN CÁPSULA,"Difenidramina, cloridrato",50mg,Cápsulas moles de gelatina,Embalagem de 10 x 10 comp
"WELLWORTH, LDA",CLOSERINE,Cicloserina,250mg,Cápsulas,embalagem de 40 cápsulas
"WELLWORTH, LDA",PENI V SOLUTION,Fenoximetilpenicilina,250mg,Solução oral,Frasco de 100ml
"MEDIS FARMACÊUTICA, LDA",OMNACORTIL 5,prednisolona,5mg,comprimido dispersivel,cada embalagem contem 100 comprimidos (10 blisters x 10 comprimidos) e um folheto informativo
"WELLWORTH, LDA",HYOSPAN,Hioscina Butilbrometo,20mg,Injectável,Embalagem de 10 ampolas de 1ml
MaPUTO HEALTH CARE Lda,B-LONG F,"Piridoxina, Hidrocloreto + acido fólico",100mg + 5mg,Comprimidos de libertação prolongada,1 blister de 30 comprimidos
