EMPRESA,NOME COMERCIAL,SUBSTÂNCIA ACTIVA,DOSAGEM,FORMA,APRESENTAÇÃO
AFRI FARMÁCIA LDA,50D glucose intravenous infusion BP (50%w/v),Glucose,50%W/V,Injectável,Frasco de 50ml
AFRI FARMÁCIA LDA,OPTION - 2,Levonorgestrel,0.75mg,Comprimidos,Blister de 2 comprimidos
AFRI FARMÁCIA LDA,NICOF EXPECTORANT,"Difenhidramina, hidrato + cloreto de amonio + Clorfeniramina, maleato",6mg/5ml + 60mg/5ml + 2mg/5ml,Xarope,Frasco de 100ml
AFRI FARMÁCIA LDA,DERMAZINE,Sulfadiazina de Prata,1%w/w,creme,bisnaga de 50g
AFRI FARMÁCIA LDA,DACOLD®,Paracetamol + Cafeína anidra + cloridrato de psedoefedrina + Maleato de Clorfeniramina,400mg + 30mg + 30mg + 4mg,Cápsula,10 blister de 10 cápsulas
AFRI FARMÁCIA LDA,5D - Glucose Intravenous Infunsion BP (5% w/v),Glicose,5% W/V,Solução para infusão,"Frasco de 250ml, 500ml e 1000ml"
"GENERICS & SPECIALITIES, Lda",DIOLIN,Glibenclamida,5mg,comprimidos,10 blister de 10 comprimidos
AFRI FARMÁCIA LDA,RANI - NIR,"Ranitidina, cloridrato",25mg/ml,Injectável,ampola de 2ml
AFRI FARMÁCIA LDA,NS - SODIUM CHLORIDE INTRAVENOUS INFUSION B.P 0.9% W/V,Cloreto de Sódio,0.9%w/v,Solução injectável,"Frasco de 100ml, 250ml e 500ml"
AFRI FARMÁCIA LDA,LINESTAR,Linezolida,0.2%w/v,Injectável,Frasco de 100ml e de 300ml
AFRI FARMÁCIA LDA,QUIFOL 1%,Propofol,1%w/v,Injectável,"Ampola de 10ml, 20ml e 50ml"
AFRI FARMÁCIA LDA,IBUPAR,Paracetamol + Ibuprodeno,120mg/5ml + 100mg/5ml,Suspensão oral,Frasco de 60ml
AFRI FARMÁCIA LDA,DAWA -FLOX DRY POWDER,Flucloxacilina,125mg/5ml,suspensão oral,Frasco de 100ml
AFRI FARMÁCIA LDA,DAWA -FLOX,Flucloxacilina,250mg,cápsulas,10 blister de 10 cápsulas
AFRI FARMÁCIA LDA,DAPROFEN,Ibuprofeno,100mg,Suspensão,Frasco de 100ml
AFRI FARMÁCIA LDA,CURAMOL SUSPENSION,paracetamol,120mg,suspensão oral,Frasco de 100ml
AFRI FARMÁCIA LDA,PAN AFRICA (PANAF PREMIUM),Bitis Arietans +Bitis Gabonica + Bitis Nasicornis + Bitis Rhinoceros + Echis Leucogaster + Echis Ocellatus + Echis Carinatus + NajaHaje + Naja Malanileuca + Naja Nigricollis + Dendroaspis Polylepis + Dendroaspis Viridis + Dendroaspis Jamesoni + Dendroaspi,≥ 25LD50+ ≥ 25LD50 + ≥ 25LD50 + ≥ 25LD50 + ≥ 25LD50 + ≥ 25LD50 + ≥ 25LD50 + ≥ 25LD50 + ≥ 20LD50 + ≥ 20LD50 + ≥ 25LD50 + ≥ 25LD50 + ≥ 25LD50 + ≥ 25LD50,Injectável,ampola de 20ml
AFRI FARMÁCIA LDA,MOXACIL DS,Amoxicilina,250mg/5ml,Suspensão Oral,Frasco de 100ml
AFRI FARMÁCIA LDA,MOXACIL DRY POWDER,Amoxicilina,125mg/5ml,Suspensão Oral,Frasco de 100ml
AFRI FARMÁCIA LDA,DAWA - CPM SYRUP,"Clorfeniramina, maleato",2mg,Xarope,Frasco de 100ml
AFRI FARMÁCIA LDA,ZINC SULPHATE TABLETS,Sulfato de Zinco,20mg,Comprimidos dispersíveis,Embalagem contendo 10 blisters de 10 comprimidos
AFRI FARMÁCIA LDA,KETADOL,Ketamina,50mg/ml,Injectável,Ampola de 10ml
AFRI FARMÁCIA LDA,DAWA -FLOX 500,Flucloxacilina,500mg,cápsulas,10 blister de 10 cápsulas
AFRI FARMÁCIA LDA,B - CANE TM HEAVY,"Bupivacaina, hidrocloreto",5mg/ml,Injectável,20 ampolas de 4ml
AFRI FARMÁCIA LDA,30D - GLUCOSE INTRAVENOUS INFUSION BP (30%W/V),Glicose,30%w/v,Injectável,Frasco de 500ml
AFRI FARMÁCIA LDA,DOLUTEGRAVIR,"Dolutegravir, sódico",50mg,comprimidos,Frasco de 30 comprimidos
AFRI FARMÁCIA LDA,D - ARTEEP,"Piperaquina, fosfato + Dihidroartemisina",640mg + 80mg,Comprimidos,1 blister de 6 comprimidos
AFRI FARMÁCIA LDA,D - ARTEEP,"Piperaquina, fosfato + Dihidroartemisina",320mg + 40mg,Comprimidos Dispersível,1 blister de 6 comprimidos
AFRI FARMÁCIA LDA,D - ARTEEP,"Piperaquina, fosfato + Dihidroartemisina",320mg + 40mg,Comprimidos,1 blister de 6 comprimidos
AFRI FARMÁCIA LDA,D - ARTEEP,"Piperaquina, fosfato + Dihidroartemisina",160mg + 20mg,Comprimidos,1 blister de 6 comprimidos
"GENERICS & SPECIALITIES, Lda",VIVIAN - 50,Diclofenac Sódico,50mg,Comprimidos,10 blister de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",PA 120,Paracetamol,120mg/5ml,Suspensão oral,frasco de 100ml
"GENERICS & SPECIALITIES, Lda",BRISCORIL,"Salbutamol, Sulfato + Bromexina, Cloridrato + Guaifenesina",1mg + 2mg + 50mg,Suspensão oral,frasco de 100ml
"GENERICS & SPECIALITIES, Lda",ALUGEL PLUS,Hidróxido de Alumínio + Magnésio + Simeticone,250mg + 250mg + 50mg,Suspensão,frasco de 200ml
AFRI FARMÁCIA LDA,PYROZZOL,Acetaminofeno,125mg/5ml,suspensão oral,Frasco de 60ml
AFRI FARMÁCIA LDA,LUMITER DT,Arteméter + Lumefantrina,20mg + 120mg,Comprimidos dispersíveis,"Blister 1 x 6, 2x 6, 30x6, 30x2x6 e 30x12"
AFRI FARMÁCIA LDA,GLIZZMET 2,Cloridrato de metformina + Glimepirida,500mg + 2mg,Comprimidos,3 blisters de 10 comprimidos
AFRI FARMÁCIA LDA,GLIZZMET 1,Cloridrato de metformina + Glimepirida,500mg + 1mg,Comprimidos,3 blisters de 10 comprimidos
AFRI FARMÁCIA LDA,ABHAYRAB® [Rabies Vaccine BP ´Rab´Purified Vero Cell Rabies Vaccine (Lyophilized)],Antigénio da raiva liofilizado purificado derivado do vírus da raiva inativado,2.5UI,Injectável,Ampola x 0.5ml de vacina + 1 x 0.5ml de diluente + 1 seringa estéril + 1 cotonete alcoolizado
AFRI FARMÁCIA LDA,PYRAZINAMIDE,Pirazinamida,150mg,Comprimidos dispersável,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",DOLUTEGRAVIR TABLETS 50MG,Dolutegravir,50mg,Comprimidos revestidos,Caixa de cartao contendo frasco de 30 comprimidos
"GENERICS & SPECIALITIES, Lda",DOLUTEGRAVIR 50MG + LAMIVUDINA 300MG + TENOFOVIR DISOPROXIL FUMARATO 300MG,Dolutegravir + Lamivudina + Tenofovir,50mg + 300mg + 300mg,Comprimidos revestidos,Caixa de cartao contendo frasco de 30 comprimidos e frasco HDPE DE 180
AFRI FARMÁCIA LDA,EASCOF EXPECTORANT,"Salbutamol, sulfate + Broexina, hidrocloreto + Guaifenesina + Mentol",2mg + 4mg + 100mg + 1mg,suspensao oral,Frasco de 100ml
AFRI FARMÁCIA LDA,CAZITHRO 500MG,Azitromicina,500mg,Comprimidos,1 Blister de 3 comprimidos
AFRI FARMÁCIA LDA,CAZITHRO 250MG,Azitromicina,250mg,Comprimidos,1 Blister de 6 comprimidos
AFRI FARMÁCIA LDA,CACHCOLD PLUS,"Paracetamol + Cafeina + Feniefrina, hidrocloreto + Clorifeniramina, maleato",500mg + 30mg + 5mg + 2mg,Comprimidos,50 Blister de 4 comprimidos
AFRI FARMÁCIA LDA,VITA POWER PLUS,"Vitamina A + Tiamina (Vi.t B1) + Riboflavina (Vit B2) + Ciproheptadina, hidrocloreto + Cianocobalamina (Vit12) + Lisina + Nicotinamida + acido ascorbico (VitC) + Cloecalciferol (Vit. D3) + Pentotenato de Cálcio + Lactato de Cálcio",1500UI + 2mg + 2mg + 4mg + 5mcg + 50mg + 10mg + 20mg + 300UI + 5mg + 100mg,comprimidos,3 blister de 10 comprimidos
AFRI FARMÁCIA LDA,"ROTAVIRUS VACCINE, LIVE ATTENUATED (ORAL)","estirpes Reassortantes de bovinos atenuadis vivos de sorotipos G1, G2, G3, G4 e G9 de Rotavirus",≥105.6FFU de cada serotipo,pó para solução injectável,Frasco de 1 dose (+ 1 diluente de 2.5ml + 1 adaptador + 1 seringa) e Frasco de 2 dose (+ 1 diluente de 5ml + 1 adaptador + 2 seringa)
AFRI FARMÁCIA LDA,RABISHIELD - 250,Anticorpos monoclonal humano da raiva,250IU/2.5ml,solução injectável,2.5ml
AFRI FARMÁCIA LDA,RABISHIELD - 100,Anticorpos monoclonal humano da raiva,100IU/2.5ml,solução injectável,2.5ml
AFRI FARMÁCIA LDA,ETHAMBUTOL DISPERSIBLE TABLETS 100MG,"Etambutol, hidroclorido",100mg,Comprimidos dispersivel,10 blister de 10 comprimidos
AFRI FARMÁCIA LDA,GLYKA MR TABLETS,Gliclazida,60mg,Comprimidos de libertação prolongada,3 Blister de 10 comprimidos
AFRI FARMÁCIA LDA,GIAGRA,"Sildenafil, Citrato",50mg,comprimidos,1 blister de 4 comprimidos
AFRI FARMÁCIA LDA,GIAGRA,"Sildenafil, Citrato",100mg,comprimidos,1 blister de 4 comprimidos
AFRI FARMÁCIA LDA,PENVIR,Famciclovir,500mg,Comprimidos,1 Blister de 10 comprimidos
AFRI FARMÁCIA LDA,ACTILOR,Desloratodina,5mg,comprimidos,1 Blister de 10 comprimidos
AFRI FARMÁCIA LDA,LEVANIX,Levofloxacina,500mg,comprimidos revestidos,embalagem de 7 comprimidos
AFRI FARMÁCIA LDA,EFAVIRENZ/ LAMIVUDINE/ TENOFOVIR DISOPROXIL FUMERATE TABLET 400MG/300MG/300MG,Efavirenz + Lamivudina + Tenofovir Disoproxil Fumarato,400mg + 300mg + 300mg,Comprimidos,"Frasco de 30, 90 e 180 comprimidos"
AFRI FARMÁCIA LDA,DOLUTEGRAVIR + LAMIVUDINA + TENOFOVIR DISOPROXIL FUMARATE TABLETS,Dolutegravir + Lamivudina + Tenofovir disoproxil fumarate,50mg + 300mg + 300mg,Comprimidos revestidos,Frasco de 30 comprimidos
AFRI FARMÁCIA LDA,LUMITER 80/480,Arteméter + Lumefantrina,80mg + 480mg,Comprimidos,Frasco de 60 comprimidos
AFRI FARMÁCIA LDA,LUMITER 40/240,Arteméter + Lumefantrina,40mg + 240mg,Comprimidos,Frasco de 60 comprimidos
AFRI FARMÁCIA LDA,LOPINAVIR & RITONAVIR,Lopinavir + Ritonavir,100mg + 25mg,Comprimidos,Frasco de 60 comprimidos
AFRI FARMÁCIA LDA,EMTRICITABINE AND TENOFOVIR FUMARATE TABLETS,Emtricitabina + Tenofovir disopropil fumarato,200mg + 300mg,Comprimidos revestidos,Frasco de 30 e de 90 comprimidos
AFRI FARMÁCIA LDA,DARUNAVIR TABLETS 800MG,Darunavir,800mg,Comprimidos revestidos,Frasco de 60 comprimidos
AFRI FARMÁCIA LDA,DARUNAVIR TABLETS 600MG,Darunavir,600mg,Comprimidos revestidos,Frasco de 60 comprimidos
AFRI FARMÁCIA LDA,DARUNAVIR TABLETS 400MG,Darunavir,400mg,Comprimidos revestidos,Frasco de 60 comprimidos
AFRI FARMÁCIA LDA,TENOFOVIR DISOPROXIL FUMARATE,Tenofovir disoproxil Fumarato,300mg,Comprimidos,Frasco de 30 comprimidos
AFRI FARMÁCIA LDA,TENOFOVIR DISOPROXIL FUMARATE,Tenofovir disoproxil Fumarato,300mg,Comprimidos,Frasco de 30 comprimidos
AFRI FARMÁCIA LDA,RIFAMPICINA AND ISONIAZIDA 75M/50MG,Rifampicina + Isoniazida,75mg + 50mg,comprimidos dispersivel,Frasco de 30 comprimidos
AFRI FARMÁCIA LDA,LAMIVUDINA + TENOFOVIR DISOPROXIL FUMARATE TABLETS,Lamivudina + Tenofovir disoproxil fumarate,300mg + 300mg,Comprimidos revestidos,Frasco de 30 comprimidos
AFRI FARMÁCIA LDA,DOLUTEGRAVIR 50MG + LAMIVUDINE 300MG + TENOFOVIR 300MG,Dolutegravir + Lamivudina + Tenofovir,50mg + 300mg + 300mg,comprimidos revestidos,Embalagem de 30 e 90 comprimidos
AFRI FARMÁCIA LDA,SEVOTROY 250,Sevoflurano,250ml,Liquido para inalação,Frasco de 250ml
AFRI FARMÁCIA LDA,EFAVIRENZ + LAMIVUDINE + TENOFOVIR DISOPROXIL FUMERATE,Efavirenz + Lamivudina + Tenofovir,600mg + 300mg + 300mg,Comprimidos,Frasco de 30 e de 90 comprimidos
AFRI FARMÁCIA LDA,DOLUTEGRAVIR 50MG,Dolutegravir,50mg,comprimidos,Frasco de 30 e de 90 comprimidos
AFRI FARMÁCIA LDA,LEVIGRESS 500,Levetiracetam,500mg,Comprimidos,3 blister de 10 comprimidos e 10 blister de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",VANSAFE-CP 500MG,Vancomicina,500mg,Injectavel,Frasco de vidro de 10ml
"GENERICS & SPECIALITIES, Lda",VANSAFE-CP 1G,Vancomicina,1g,Injectavel,Frasco de vidro tipo III de 10ml
"GENERICS & SPECIALITIES, Lda",SUCCICORT,Hidrocortizina,100mg,Infusao intravenosa,Frasco de vidro de 100ml
"GENERICS & SPECIALITIES, Lda",MPENEX,Imipenem + Cilastina,500mg,Injectavel,Frasco de 20ml
"GENERICS & SPECIALITIES, Lda",MAXINEM,Meropenem,1g,Injectavel,Frasco de 30ml
"GENERICS & SPECIALITIES, Lda",MAXINEM,Meropenem,500mg,Injectavel,Frasco de 30ml
"GENERICS & SPECIALITIES, Lda",IVIXONE,Cefriaxona,1g,Injectavel,Frasco de vidro de 10ml
"GENERICS & SPECIALITIES, Lda",GEN C,Ácido ascórbico,50mg,Comprimidos mastigaveis,Embalagem contendo 10 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",FOTARAN,Ceftazidima,1g,Infusao intravenosa,Frasco de vidro de 20ml
"GENERICS & SPECIALITIES, Lda",CEFTRIMAX,Ceftriaxona + Sulbactan,1g + 500mg,Injectavel,Embalagem contendo frasco de vidro de 20ml
AFRI FARMÁCIA LDA,Pirazinamida 500mg comprimidos,Pirazinamida,500mg,Comprimidos,"blister de 10x10, 24x28 e frasco de 1000 comprimidos"
AfRI FARMÁCIA LDA,Levofloxacin tablets 500mg,Levofloxacina,500mg,Comprimidos,"Blister de 10x10, 5x20"
AFRI FARMÁCIA LDA,DARUNAVIR AND RITONAVIR TABLETS 400MG + 50MG,Darunavir + Ritonavir,400mg + 50mg,Comprimidos,"Frasco HDPE de 30, 60 e 120 comprimidos"
AFRI FARMÁCIA LDA,ABACAVIR SULFATE AND LAMIVUDINE TABLETS USP 600MG/300MG,Abacavir sulfato Bp + Lamivudina USP,600mg + 600mg,Comprimidos,Frasco HDPE de 30 comprimidos
"GENERICS & SPECIALITIES, Lda",NALGEN,Acido Naldixico,500mg,Comprimidos,10 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",METAGEN,Metoclopramida,10mg,Comprimidos,10 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",GLIGEN,Glibenclamida,5mg,Comprimidos revestidos,10 blistrs de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",GENDOL,Amoxicilina,500mg,Comprimidos,10 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",GENCODYL,Bisacodil,5mg,Comprimidos,10 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",COTRIGEN,Sulfametoxazol + trimetoprim,400mg + 80mG,Comprimidos,11 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",ALUGEN,Hidroxido de Aluminio,500mg,Comprimidos,10 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",MULTIGEN,Vitamina A + Calciferol + Nitrato de tiamina + Riboflavina + Cloridrato de piridoxina + Nicotinamida + Acido ascorbico,2500UI + 200UI + 1mg + 1mg + 0.5mg + 15mg + 25mg,Comprimidos,Blisters 10x10 comprimidos
"GENERICS & SPECIALITIES, Lda",GENVITA S,Vitamina B1 + Vitamina B2 + Vitamina B6 + Vitamina B12 + Niacinamida + D-Pantenol,5mg + 2.5mg + 1.5mg + 2.5mg + 25mg + 2.5mg,Xarope,Frasco de vidro de 100ml
AFRI FARMÁCIA LDA,THEOFIX - 100 DS,Cefixima,100mg/5ml,Po para suspensao oral,Garrafa de vidro de 60 ml
AFRI FARMÁCIA LDA,PNEUMOSIL 5 DOSE,Vacina Pneumococal Polissacarido conjugada (adsorbed) (10-valent) 1 dose,"2,5ml",Suspensao para injeccao,Embalagem contendo 50 frascos de 0.5ml
AFRI FARMÁCIA LDA,PNEUMOSIL 1 DOSE,Vacina Pneumococal Polissacarido conjugada (adsorbed) (10-valent) 1 dose,"0,5ml",Suspensao para injeccao,Embalagem contendo 50 frascos de 0.5ml
AFRI FARMÁCIA LDA,FALCISTAT,Sulfadoxina + Pirimetamina,500mg + 25mg,Comprimidos,"Embalagem contendo blisters de 3, 30 e 1000 comprimidos"
"GENERICS & SPECIALITIES, Lda",PEN - G,Fenoximetilpenicilina,500mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",KANAMICINA,Sulfato de Kanamicina,2g,Injectavel,Frasco de vidro de 20ml
"GENERICS & SPECIALITIES, Lda",GENMOX 125,Amoxicilina,125mg/5ml,Po para suspensao oral,Garrafa plastica HDPE de 100ml
"GENERICS & SPECIALITIES, Lda",GENCOL S,Cloranfenicol,250mg/5ml,Suspensao oral,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",GENCOL 250 CAPS,Cloranfenicol,250mg,Capsulas,Embalagem contendo 10 blisters de 10 capsulas
"GENERICS & SPECIALITIES, Lda",G- CLOX,Cloxacilina,500mg,Capsulas,Embalagem contendo 10 blisters de 10 capsulas
"GENERICS & SPECIALITIES, Lda",BENZILPENICILINA PROCAINA,Benzilpenicilina Procaina,3Mega,Injectavel,Embalahem contendo 50 frascos de vidro tipo II de 20ml
"GENERICS & SPECIALITIES, Lda",BENZILPENICILINA BEZANTINICA,Penicilina bezantinica,2.400.000 UI,Injectavel,Embalagem contendo 50 ampolas
AFRI FARMÁCIA LDA,KLODIP -5,Amlodipina,5mg,Comprimidos,"Embalagens 10x10, 3x10 e 10x3x10 comprimidos"
AFRI FARMÁCIA LDA,ERYKO-250,Eritromicina,250mg,Comprimidos,Blister 10x10  comprimidos
AFRI FARMÁCIA LDA,CIPROQUIN - 500,"Ciprofloxacina, hidrocloreto",500mg,Comprimidos,Embalagem 10x10 comprimidos
AFRI FARMÁCIA LDA,KLODIP - 10,Amlodipina,10mg,Comprimidos,Embalagem contendo 3 blisters de 10 comprimidos
AFRI FARMÁCIA LDA,KCHEK,Polistireno sulfato de calcio,10mg,Po para solucao oral,Embalagem contendo 10 Saquetas de 15g de po
AFRI FARMÁCIA LDA,CARDIOTEN-50,Atenolol,50mg,Comprimidos,Embalagem contendo blisters de 28 comprimidos
"GENERICS & SPECIALITIES, Lda",TIMATE,Timolol,"0,5% w/v",Gotas oftalmicas,Embalagem contendo Frasco de 5ml
"GENERICS & SPECIALITIES, Lda",GENMOX 250,Amoxicilina,250mg,Suspensao Oral,Garrafa de 100ml
"GENERICS & SPECIALITIES, Lda",AMOXIGEN,Amoxicilina,500mg,Capsulas,Embalagem contendo 10 blisters de 10 capsulas
"GENERICS & SPECIALITIES, Lda",HUMOG 75UI/150UI HP,Menotrofina,75 UI/150 UI,Po solvente para injeccao,Ampola de vidro de 1ml
AFRI FARMÁCIA LDA,DOLUTEGRAVIR + LAMIVUDINA + TENOFOVIR DISOPROXIL FUMARATO,Dolutegravir + Lamivudina + Tenofovir disoproxil Fumarato,50mg + 300mg + 300mg,Comprimidos revestidos,"Frasco de 30, 90, 100 e 180 comprimidos"
AFRI FARMÁCIA LDA,Clofazimina comprimidos 100mg,Clofazimina,100mg,Comprimido,Embalagem 10 blister de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",CLOTRIMAZOLE VAGINAL CREAM,Clotrimazol,50mg/5mg,Creme,Embalagem contendo bisnaga de 30g
AFRI FARMÁCIA LDA,UMICORT-100,Succinato sódico de hidrocortisona,100mg,Injectavel,"Engalagem contendo 10 frascos de 7,5ml"
AFRI FARMÁCIA LDA,DOLUTEGARAVIR + EMTRICITABINA + TENOFOVIR ALAFENAMIDA COMPRIMIDOS,Dolutegaravir + Emtricitabina + Tenofovir Alafenamida,50mg + 200mg + 25mg,Comprimido revestido,Frasco HDPE de 30 comprimidos
AFRI FARMÁCIA LDA,VIVITRA 440,Trastuzumab,440mg,Solução liquida,Frasco de vidro de 100ml
"GENERICS & SPECIALITIES, Lda",FOLIGRAF 75 UI,Hormonio de foliculo estimulante humano recombinante para injeccao,75UI,Po liofilizado para injeccao,Frasco de 2ml
AFRI FARMÁCIA LDA,VIVITRA 150,Trastuzumab,150mg,Solução liquida,"Frasco de vidro de 7,2ml"
AFRI FARMÁCIA LDA,TENOFOVIR ALAFENAMIDE TABLETS 25mg,Tenofovir Alafenamida,25mg,Comprimidos revestidos,Embalagem contendo frascos de 30 e 100 comprimidos
"GENERICS & SPECIALITIES, Lda",TROYPOFOL,Propofol,10mg,Solucao injectavel,Ampola de vidro de 20 ml
"GENERICS & SPECIALITIES, Lda",BENZOSED,Midazolam,1mg/ml,Solucao injectavel,Ampola de vidro de 5ml
"GENERICS & SPECIALITIES, Lda",BUPITROY HEAVY,Cloridrato de bupivacaina,5mg/ml,Solucao injectavel,5 Ampola de vidro de 4ml
"GENERICS & SPECIALITIES, Lda",PLASEP,Clopidogrel,75mg,Comprimidos revestidos por pelicula,3 blisters de 10  comprimidos
AFRI FARMÁCIA LDA,"EFAVIRENZ, LAMIVUDINA E TENOFOVIR DOSOPROXIL FUMARATO",Efavirenz + Lamivudina + Tenofovir disoproxil fumarato,1000mg,Comprimidos revestidos por película,"Frasco de 30, 90 e 180 comprimidos"
AFRI FARMÁCIA LDA,M-FLOX,Cloridrato de moxifloxacina,400mg,Comprimido revestido,Embalagem contendo BLISTER DE  5 comprimidos; Embalagem contendo 10 blisters de 5 comprimidos; 1X10 COMPRIMIDO;
AFRI FARMÁCIA LDA,D-ARTEPP,Dihidroartemisina + Fosfato de piperaquina,60mg + 480mg,Comprimido,6 comprimidos
AFRI FARMÁCIA LDA,D-ARTEPP,Dihidroartemisina + Fosfato de piperaquina,30mg +240mg,Comprimido,6 comprimidos
AFRI FARMÁCIA LDA,DARUNAVIR COMPRIMIDOS 600MG,Darunavir,600mg,Comprimidos,Frasco contendo 60 comprimidos
AFRI FARMÁCIA LDA,CLAVAMYN-625,Amoxicilina + Acido clavulanico,500mg + 125mg,Comprimido,Embalagem 2 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",KETAMAX 50,Cloridrato de ketamina,50mg,Solucao injectavel,Ampola de vidro 10ml
"GENERICS & SPECIALITIES, Lda",AZITHROGEN,Azitromicina,200mg/5ml,Suspensao oral,Frasco de vidro de 15ml
"GENERICS & SPECIALITIES, Lda",FLUGEN,"Paracetamol + Cafeina + Clorfeniramina, maleato + Fenilefrina, cloridrato","500mg + 30,6mg + 2,1mg + 5,25mg",Comprimidos,Embalagem contendo 25 x 4 comprimidos
AFRI FARMÁCIA LDA,IBUPAR TABLETS,Paracetamol + Ibuprofeno,325mg + 400mg,Comprimidos,Embalagem contendo 1 blister de 10 comprimidos
AFRI FARMÁCIA LDA,DAWASTIN ORAL SUSPENSION,Nistatina,100.000UI,Suspensao oral,Embalagem contendo frasco de 12ml e 30ml
AFRI FARMÁCIA LDA,TRAMAX 50,"Tramadol, cloridrato",50mg,Capsula de gelatina dura,Embalagem contendo 10 frascos de 10 capsulas
AFRI FARMÁCIA LDA,THEOXONE - 1G,Ceftriaxona,1g,Po para solucao injectavel,Frasco de vidro transparente tipo III
AFRI FARMÁCIA LDA,NORMNIL SUSPENSION,Albendazol,200mg/ml,Suspensão,Frasco de 10ml
"GENERICS & SPECIALITIES, Lda",TETRAMAG,"Tetraciclina, cloridrato",1%,Pomada Oftálmica,Bisnaga de 5g
"GENERICS & SPECIALITIES, Lda",PIROXICAM,Piroxicam,20mg,Capsulas,Embalagem contendo 10 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",ISOTROY,Isoflurano USP,100%v/v,Liquido para inalacao,Frasco de 100ml e 250ml
"GENERICS & SPECIALITIES, Lda",ISOTROY,Isoflurano USP,200%v/w,Liquido para inalacao,frasco de 100 e 250ml
"GENERICS & SPECIALITIES, Lda",FUROSEMIDA 20MG/2ML,Furosemida,20mg/2ml,Solucao injectavel,Embalagem contendo 10 ampolas de 2 ml
"GENERICS & SPECIALITIES, Lda",GENCEF-1G,Ceftriaxona,1g,Po para injeccao,Frasco de vidro de 10ml
"GENERICS & SPECIALITIES, Lda",GENLEX DRY SYRUP 125MG/5ML,Cefalexina,125mg/ml,Po para suspensao oral,Frasco de vidro 100ml
"GENERICS & SPECIALITIES, Lda","BUPITROY 0,5%","Buprvacaina, cloridrato USP",5mg/ml,Solucao injectavel,Embalagem contendo frasco de 20ml
AFRI FARMÁCIA LDA,LAREGAB 100,Gabapentina Capsulas,100mg,Comprimido,Blister de 10 comprimidos
AFRI FARMÁCIA LDA,TRIM 960,Sulfametoxazol + Trimetoprim,800mg + 160mg,Comprimidos,Embalagem contendo 10 blisters de 10 comprimidos
AFRI FARMÁCIA LDA,BIOPOLIO B1/3,Poliomielite bivalente tipo 1 e 2,NLT 106.0CCID 50 + nlt 105.8CCID 50,Suspensao aquosa,Frasco de vidro USP tipo I e 20 doses por frasco
AFRI FARMÁCIA LDA,ABACAVIR + DOLUTEGRAVIR + LAMIVUDINA,"Abacavir, sulfato + Dolutegravir + Lamivudina",600mg + 50mg + 300mg,Comprimidos,"Frasco HDPE de 30, 90 e 180 comprimidos"
"GENERICS & SPECIALITIES, Lda",MEGPHEN,Cloranfenicol USP,"0,5%w/v",Solucao oftalmica,Frasco plastico de 10ml
AFRI FARMÁCIA LDA,RABIVAX-S,Vacina antirabica inativada liofilizada,"2,5UI/ml",Po e solvente para solucao injectavel,Frasco de po + Solvente
AFRI FARMÁCIA LDA,ROTAVAC 5D,Rotavirus 116E derivado de celulas Vero,NLT 105.0   FFU/ml,Gotas,"Frasco de vidro tipo I (36x0,5ml) e (25x2.5ml)"
AFRI FARMÁCIA LDA,TYPBAR TCV,Vacina conjugada de febre tifoide VI (Polissacarideo de S. typhi Ty2 conjugado ao toxoide de tetano),25µg,Suspensao para injeccao,"Frasco de dose unica (0,5ml) e Frasco multidoses (5 doses) de vidro dose unica de 2,5ml"
AFRI FARMÁCIA LDA,TD VACCINE 10D,Toxoide difterico USP + Toxoide do tetano USP,≤5LF (≥2 UI) + ≥5LF (≥2 UI),Suspensao para injeccao,Frasco de 10 doses de 5 ml
AFRI FARMÁCIA LDA,SPAQ-CO®,Sulfadoxina + Pirimetamina + Amodiaquina,500mg + 25mg + 153mg,Comprimidos dispersiveis,Caixa de 50 blisters
AFRI FARMÁCIA LDA,SPAQ-CO®,Sulfadoxina + Pirimetamina + Amodiaquina,"250mg + 12.5mg + 76,5 mg",Comprimidos dispersiveis,Caixa de 50 blisters
"GENERICS & SPECIALITIES, Lda",AMGICIN,Gentamicina,1000mg,Po liofilizado esteril,caixa contendo 40 frascos contendo po para 1000mg
"GENERICS & SPECIALITIES, Lda",LERIN,"Metilergonovina, maleato USP","0,2mg/ml",Solução injectável,Ampola de vidro de 1 ml
"GENERICS & SPECIALITIES, Lda",SILVAGEN,Sulfadiazina de Prata,1%,Creme,frasco de 30g
